record_name,measured_gwl,caution_flag,latitude,longitude,nztm_y,nztm_x,model_gwl,measured_minus_model,type,type_as_number
CPT_4034,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.512309359,172.652671003,5182232.976820584,1571926.1166316096,0.2427496910095214,1.7572503089904783,cpt,1
CPT_4035,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.509109367,172.652660791,5182588.359244071,1571923.807897762,0.347503662109375,1.652496337890625,cpt,1
CPT_4036,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.501467788,172.715649018,5183456.342866627,1577012.3878003885,0.811845064163208,1.188154935836792,cpt,1
CPT_4037,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499525856,172.714548498,5183671.705663421,1576922.6794677405,0.8473026752471924,1.1526973247528076,cpt,1
CPT_4038,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505311555,172.717553805,5183029.985401652,1577167.8240466008,1.05755615234375,0.94244384765625,cpt,1
CPT_4039,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504025949,172.717613057,5183172.778752018,1577172.129385092,1.05755615234375,0.94244384765625,cpt,1
CPT_4041,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502904138,172.716640054,5183297.0977114,1577093.0486268883,0.811845064163208,1.188154935836792,cpt,1
CPT_4042,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503834695,172.715534971,5183193.447005403,1577004.0663752614,1.05755615234375,0.94244384765625,cpt,1
CPT_4043,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504091205,172.715749301,5183165.018664304,1577021.4899478252,1.05755615234375,0.94244384765625,cpt,1
CPT_4044,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503557722,172.713567844,5183223.661736353,1576844.93941369,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4045,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505814552,172.715705155,5182973.6146363,1577018.5750029385,1.410698175430298,0.5893018245697019,cpt,1
CPT_4046,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499121218,172.715907254,5183717.019813878,1577032.3747376057,0.6486120223999023,1.3513879776000977,cpt,1
CPT_4047,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499611349,172.716142613,5183662.651710294,1577051.5880974522,0.6486120223999023,1.3513879776000977,cpt,1
CPT_4048,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.49845167,172.71438748,5183790.958062368,1576909.252617722,0.6865067481994629,1.313493251800537,cpt,1
CPT_4050,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503736155,172.713691895,5183203.879794868,1576855.0358194667,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4051,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.498716289,172.716898281,5183762.2634367,1577112.3419120426,0.5326296091079712,1.4673703908920288,cpt,1
CPT_4052,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.500716576,172.714771914,5183539.528457235,1576941.1946921512,0.8473026752471924,0.1526973247528076,cpt,1
CPT_4055,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503175076,172.713593878,5183266.164948594,1576846.8977581558,1.0474870204925537,0.9525129795074464,cpt,1
CPT_4059,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505039116,172.717595379,5183060.253395573,1577171.0821103367,1.05755615234375,0.94244384765625,cpt,1
CPT_4067,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503499371,172.714680122,5183230.450935052,1576934.8333459706,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4069,2.4,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.501992348,172.713761046,5183397.563043335,1576859.9599146608,1.0474870204925537,1.3525129795074462,cpt,1
CPT_4074,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.50210262,172.717552974,5183386.363680824,1577166.5474672904,0.811845064163208,1.188154935836792,cpt,1
CPT_4077,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505113447,172.718029683,5183052.117363504,1577206.218195832,1.05755615234375,0.94244384765625,cpt,1
CPT_4080,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504945357,172.717570217,5183070.6592004495,1577169.0127380495,1.05755615234375,0.94244384765625,cpt,1
CPT_4081,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502447876,172.714304821,5183347.123977201,1576904.0932748886,1.0474870204925537,0.9525129795074464,cpt,1
CPT_4082,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505619758,172.717891442,5182995.849495053,1577195.2337298857,1.410698175430298,0.5893018245697019,cpt,1
CPT_4083,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505394071,172.716046181,5183020.406621888,1577045.9830685211,1.05755615234375,0.94244384765625,cpt,1
CPT_4314,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.506354947,172.710719221,5182912.210470733,1576615.7375360583,1.842773675918579,0.1572263240814209,cpt,1
CPT_4315,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.513660972,172.708816468,5182100.27925789,1576464.7658222814,3.311192989349365,-1.3111929893493648,cpt,1
CPT_4316,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.511790209,172.712697603,5182309.133514988,1576777.7457299342,2.625690221786499,-0.625690221786499,cpt,1
CPT_4317,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.514900041,172.71011384,5181963.036354677,1576570.1067932874,4.009037017822266,-2.0090370178222656,cpt,1
CPT_4318,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.514844021,172.708708785,5181968.861269956,1576456.5221462662,3.891344547271729,-1.891344547271729,cpt,1
CPT_4319,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.523466297,172.729020688,5181016.830902671,1578101.3415727734,2.653820753097534,-0.6538207530975342,cpt,1
CPT_4320,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.513171747,172.711195405,5182155.281873557,1576656.8575835444,3.3374271392822266,-1.3374271392822266,cpt,1
CPT_4321,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.512459423,172.714728948,5182235.376565861,1576942.1913812915,3.2538015842437744,-1.2538015842437744,cpt,1
CPT_4322,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.524021487,172.611986548,5180917.715789332,1568643.7394758523,0.0,2.0,cpt,1
CPT_4324,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.536161493,172.740640402,5179609.91195116,1579044.761850161,0.0,2.0,cpt,1
CPT_4325,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.526426041,172.731315621,5180688.727379088,1578287.8636784423,0.2933567762374878,1.7066432237625122,cpt,1
CPT_4330,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.496174302,172.716568855,5184044.480964235,1577084.747840318,0.4243698120117187,1.5756301879882812,cpt,1
CPT_4331,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502226986,172.713322967,5183371.382691755,1576824.6346066166,1.0474870204925537,0.9525129795074464,cpt,1
CPT_4332,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502801497,172.712239681,5183307.276348385,1576737.280831285,1.1956372261047363,0.8043627738952637,cpt,1
CPT_4333,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499981264,172.711901847,5183620.39171812,1576708.8859856315,0.9594721794128418,1.0405278205871582,cpt,1
CPT_4334,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502654411,172.712918227,5183323.800878199,1576792.0785840668,1.0474870204925537,0.9525129795074464,cpt,1
CPT_4335,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502344698,172.711875093,5183357.905643366,1576707.6316837368,1.1956372261047363,0.8043627738952637,cpt,1
CPT_4336,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.50200509,172.710723176,5183395.298874868,1576614.3781831898,1.1956372261047363,0.8043627738952637,cpt,1
CPT_4338,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503810964,172.714384988,5183195.764149089,1576911.093550396,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4339,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503004742,172.717728704,5183286.223860234,1577181.0935358992,0.811845064163208,1.188154935836792,cpt,1
CPT_4340,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.500177846,172.714466558,5183599.27416184,1576916.303420726,0.8473026752471924,1.1526973247528076,cpt,1
CPT_4341,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503513243,172.717785949,5183229.766357959,1577185.9127303355,1.05755615234375,0.94244384765625,cpt,1
CPT_4342,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.487345744,172.710646165,5185023.315119076,1576602.4934198027,0.0,2.0,cpt,1
CPT_4343,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.47614861,172.68986239,5186260.793154366,1574917.259082461,0.0,2.0,cpt,1
CPT_4344,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.477414035,172.691968514,5186120.890236293,1575088.1142702524,0.0,2.0,cpt,1
CPT_4345,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.477469314,172.695041422,5186115.665818915,1575336.656714755,0.0,2.0,cpt,1
CPT_4347,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.479824253,172.697649428,5185854.900836821,1575548.5274010797,0.0,2.0,cpt,1
CPT_4348,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.524540273,172.652982182,5180874.734652768,1571956.933662828,0.0641274452209472,1.9358725547790527,cpt,1
CPT_4349,0.9,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.505184453,172.624936242,5183014.52683273,1569680.8055299702,0.1635313034057617,0.7364686965942383,cpt,1
CPT_4350,0.56,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.507532364,172.625639778,5182754.027895991,1569738.85054509,0.0926361083984375,0.4673638916015625,cpt,1
CPT_4351,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.508260887,172.627913311,5182673.9435333535,1569922.991892035,0.0844345092773437,1.915565490722656,cpt,1
CPT_4353,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.513217261,172.651121648,5182131.62281571,1571801.308121566,0.2427496910095214,1.7572503089904783,cpt,1
CPT_4355,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.474794168,172.706642399,5186416.131967813,1576273.8326400265,0.4394506216049194,1.5605493783950806,cpt,1
CPT_4356,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.477364254,172.700503566,5186128.936866141,1575778.362614009,0.0,2.0,cpt,1
CPT_4357,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.477147484,172.701633214,5186153.33881414,1575869.6361657265,0.0,2.0,cpt,1
CPT_4359,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5176054,172.606780254,5181628.302000194,1568219.6389206047,0.0,2.0,cpt,1
CPT_4360,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518189136,172.607448589,5181563.728184769,1568273.9602275805,0.0,2.0,cpt,1
CPT_4364,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499282151,172.630863514,5183672.168157951,1570157.0442084067,0.4735941886901855,1.5264058113098145,cpt,1
CPT_4365,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.497385846,172.632266459,5183883.270303361,1570269.535415249,0.6525263786315918,1.3474736213684082,cpt,1
CPT_4366,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.501173206,172.626562921,5183460.60014336,1569810.3034014497,0.3069319725036621,1.693068027496338,cpt,1
CPT_4367,0.13,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.501540751,172.629944472,5183421.002241277,1570083.8591192402,0.3508281707763672,-0.2208281707763671,cpt,1
CPT_4369,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.507382444,172.636853844,5182774.694284666,1570645.2598218345,0.2649030685424804,1.7350969314575195,cpt,1
CPT_4370,1.2,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.505087142,172.636739408,5183029.566217857,1570634.896798546,0.3395709991455078,0.8604290008544921,cpt,1
CPT_4371,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.514379001,172.642473419,5181999.634870813,1571102.8540181955,0.132784366607666,1.867215633392334,cpt,1
CPT_4372,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517585983,172.647345497,5181645.152755393,1571498.1502655812,0.1359062194824218,1.864093780517578,cpt,1
CPT_4373,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517240038,172.64525147,5181682.853473372,1571328.7452306272,0.1359062194824218,1.864093780517578,cpt,1
CPT_4395,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519232266,172.712020732,5181482.441310287,1576725.8955350434,5.205309867858887,-3.2053098678588867,cpt,1
CPT_4396,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519597311,172.709253911,5181441.122314075,1576502.4262745716,5.205309867858887,-3.2053098678588867,cpt,1
CPT_4397,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504052398,172.687235977,5183161.061467754,1574716.4872024902,0.2570700645446777,1.7429299354553225,cpt,1
CPT_4398,0.2,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.507858122,172.68867281,5182738.839912782,1574834.2203779372,0.6855635643005371,-0.4855635643005371,cpt,1
CPT_4399,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.508521215,172.69081151,5182665.842438028,1575007.3734477612,0.8252897262573242,1.1747102737426758,cpt,1
CPT_4400,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.507827595,172.687075383,5182741.745904015,1574705.0813649185,0.555478572845459,1.444521427154541,cpt,1
CPT_4401,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502601213,172.698699049,5183325.645922719,1575642.5668514478,0.6792588233947754,1.3207411766052246,cpt,1
CPT_4402,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.484438326,172.711258391,5185346.37857217,1576650.8789732945,0.0,2.0,cpt,1
CPT_4404,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.511891051,172.715793059,5182298.793322377,1577027.985504635,2.4485106468200684,-0.4485106468200683,cpt,1
CPT_4405,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502784848,172.698878425,5183305.304232588,1575657.1415559768,0.6792588233947754,1.3207411766052246,cpt,1
CPT_4406,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503072264,172.700610723,5183273.889529306,1575797.2965095716,1.0790061950683594,0.9209938049316406,cpt,1
CPT_4407,0.35,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.50265273,172.69912403,5183320.048820897,1575676.9433878416,0.6792588233947754,-0.3292588233947754,cpt,1
CPT_4432,1.1,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.48889439,172.68144365,5184842.704635766,1574241.7990047492,0.069007396697998,1.030992603302002,cpt,1
CPT_4433,2.2,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.491852161,172.689073905,5184516.55319941,1574860.0022411318,0.0,2.2,cpt,1
CPT_4434,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.489360069,172.691595449,5184794.078218127,1575062.8570378693,0.0,2.0,cpt,1
CPT_4435,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.489726216,172.692971516,5184753.825960037,1575174.2738365852,0.0,2.0,cpt,1
CPT_4436,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4903832,172.693618478,5184681.055396816,1575226.854475886,0.0,2.0,cpt,1
CPT_4437,2.5,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.489773815,172.69364021,5184748.738903896,1575228.362614411,0.0,2.5,cpt,1
CPT_4438,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.495233616,172.690724372,5184141.512656322,1574994.8463998944,0.0,2.0,cpt,1
CPT_4439,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.496363071,172.690370597,5184015.97125616,1574966.7100003792,0.0,2.0,cpt,1
CPT_4440,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.496997317,172.690390124,5183945.538994104,1574968.550736734,0.0,2.0,cpt,1
CPT_4441,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.51215917,172.703863618,5182265.654232496,1576063.852456465,2.559691429138184,-0.559691429138184,cpt,1
CPT_4442,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518271582,172.604870231,5181553.58551597,1568065.620410925,0.0,2.0,cpt,1
CPT_4446,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517585945,172.609472955,5181631.487575052,1568437.2553923514,0.0,2.0,cpt,1
CPT_4447,1.85,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.523411917,172.591910925,5180977.651802355,1567021.048665548,0.0,1.85,cpt,1
CPT_4448,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.514889711,172.61145793,5181931.678307081,1568596.2847639292,0.0,2.0,cpt,1
CPT_4449,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.534603193,172.737882747,5179782.276450576,1578821.4087123289,0.0,2.0,cpt,1
CPT_4450,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.493185359,172.712445692,5184375.2837278005,1576750.2455596947,0.3704953193664551,1.629504680633545,cpt,1
CPT_4451,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.523680942,172.654199153,5180970.580250458,1572054.8824375202,0.2431716918945312,1.7568283081054688,cpt,1
CPT_4452,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.516229473,172.654736621,5181798.309904947,1572094.8827465817,0.3176202774047851,1.6823797225952148,cpt,1
CPT_4453,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519515905,172.652427596,5181432.546754392,1571909.7856099035,0.1512904167175293,1.8487095832824707,cpt,1
CPT_4454,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518200486,172.652471457,5181578.650048434,1571912.72021255,0.1779727935791015,0.8220272064208984,cpt,1
CPT_4455,0.4,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.513913373,172.661883398,5182057.904281469,1572671.459719275,0.3958439826965332,0.0041560173034668,cpt,1
CPT_4456,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.511833079,172.651880866,5182285.604844582,1571862.0301770864,0.2892756462097168,1.7107243537902832,cpt,1
CPT_4457,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503986933,172.657466373,5183158.857984338,1572309.912499252,0.6091451644897461,1.390854835510254,cpt,1
CPT_4458,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.497395361,172.632371002,5183882.250919852,1570277.9921649436,0.6525263786315918,1.3474736213684082,cpt,1
CPT_4459,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.506556777,172.628197124,5182863.30164893,1569945.0879555375,0.1427879333496093,1.8572120666503904,cpt,1
CPT_4460,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.510788609,172.633867117,5182395.353428623,1570405.4933128888,0.1172857284545898,1.8827142715454104,cpt,1
CPT_4461,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505228735,172.632999665,5183012.514851636,1570332.6541851722,0.2992405891418457,1.7007594108581543,cpt,1
CPT_4462,0.85,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.509469189,172.637765691,5182543.265101321,1570719.9773017575,0.2051677703857422,0.6448322296142578,cpt,1
CPT_4467,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.515159904,172.649907649,5181915.463831807,1571704.092187908,0.1904797554016113,1.809520244598389,cpt,1
CPT_4468,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518491678,172.647945444,5181544.772950781,1571547.0641286229,0.1630306243896484,1.836969375610352,cpt,1
CPT_4469,0.52,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.519200915,172.642071489,5181463.980743812,1571072.6714814117,0.0805177688598632,0.4394822311401368,cpt,1
CPT_4470,0.2,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.518636133,172.641383039,5181526.465023466,1571016.7614465423,0.1035037040710449,0.0964962959289551,cpt,1
CPT_4474,0.15,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.513092446,172.68531138,5182156.502642085,1574564.7010734817,0.7950839996337891,-0.645083999633789,cpt,1
CPT_4480,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.511028163,172.694846937,5182388.628990915,1575334.5901052274,1.357583999633789,0.6424160003662109,cpt,1
CPT_4484,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.509717845,172.696823853,5182534.73476758,1575493.8534284935,1.064816951751709,0.935183048248291,cpt,1
CPT_4492,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.50219257,172.711294288,5183374.637997365,1576660.6200749553,1.1956372261047363,0.8043627738952637,cpt,1
CPT_4493,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499116067,172.71191892,5183716.483639216,1576709.933682473,0.9594721794128418,1.0405278205871582,cpt,1
CPT_4498,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499880748,172.711874502,5183631.547183754,1576706.6366532638,0.9594721794128418,1.0405278205871582,cpt,1
CPT_4499,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.499945929,172.711593767,5183624.229702741,1576683.9658430566,0.9594721794128418,1.0405278205871582,cpt,1
CPT_4500,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.500471741,172.711302441,5183565.752360617,1576660.616294998,0.9594721794128418,1.0405278205871582,cpt,1
CPT_4503,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504655336,172.715444458,5183102.283080917,1576997.0609712389,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4505,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.505265963,172.715415887,5183034.460040083,1576994.983227533,1.3226842880249023,0.6773157119750977,cpt,1
CPT_4507,2.0,a_value_of_zero_was_extracted_at_least_once_but_ignored + at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.486031269,172.706492581,5185168.122218628,1576266.1147103352,0.0,2.0,cpt,1
CPT_4509,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.502509279,172.715947719,5183340.759250277,1577036.9302549765,0.811845064163208,1.188154935836792,cpt,1
CPT_4511,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.500623233,172.715714535,5183550.155664521,1577017.3639962308,0.6486120223999023,1.3513879776000977,cpt,1
CPT_4513,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.483318184,172.703764573,5185468.65025265,1576044.4476764756,0.0,2.0,cpt,1
CPT_4514,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.501039278,172.716055343,5183504.044531126,1577045.0737494763,0.6486120223999023,1.3513879776000977,cpt,1
CPT_4515,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.483025078,172.703713835,5185501.1873595845,1576040.228828672,0.0,2.0,cpt,1
