record_name,measured_gwl,caution_flag,latitude,longitude,nztm_y,nztm_x,model_gwl,measured_minus_model,type,type_as_number
CPT_57265,0.6,,-43.518908586,172.634247987,5181493.696713641,1570440.2428015207,0.0061779022216796,0.5938220977783204,cpt,1
CPT_57267,0.6,,-43.518979429,172.634720219,5181485.996651334,1570478.442745576,0.0061779022216796,0.5938220977783204,cpt,1
CPT_57272,0.5,,-43.518460133,172.634795133,5181543.695478031,1570484.2440939194,0.020179271697998,0.479820728302002,cpt,1
CPT_57274,0.6,,-43.518531176,172.634485373,5181535.695619704,1570459.2440179917,0.020179271697998,0.5798207283020019,cpt,1
CPT_57276,0.9,,-43.518620704,172.634323981,5181525.695460266,1570446.244064147,0.020179271697998,0.879820728302002,cpt,1
CPT_57303,1.5,,-43.478740993,172.709116076,5185978.508607933,1576475.4298816435,0.0,1.5,cpt,1
CPT_57304,2.0,,-43.500330555,172.618897169,5183551.37442486,1569190.1536151024,0.1996526718139648,1.8003473281860352,cpt,1
CPT_57305,2.0,,-43.590087515,172.535891158,5173548.974131215,1562535.244256172,0.5936965942382812,1.4063034057617188,cpt,1
CPT_57306,0.8,,-43.511759686,172.661939026,5182297.107575204,1572674.9842124155,0.4302425384521484,0.3697574615478516,cpt,1
CPT_57489,0.9,,-43.556452,172.648106,5177328.996827905,1571577.875883116,0.0435247421264648,0.8564752578735352,cpt,1
CPT_57493,1.0,,-43.532665,172.678952,5179980.839109783,1574059.0797191164,0.0392622947692871,0.9607377052307128,cpt,1
CPT_57494,1.0,,-43.532806,172.679095,5179965.224406773,1574070.6946425815,0.0392622947692871,0.9607377052307128,cpt,1
CPT_57495,1.63,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517907402,172.708062988,5181628.464036829,1576405.5194972905,4.4185872077941895,-2.7885872077941896,cpt,1
CPT_57496,4.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517753953,172.707890569,5181645.456941886,1576391.524682787,4.4185872077941895,-0.3185872077941898,cpt,1
CPT_57497,1.86,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518140632,172.707752666,5181602.473827372,1576380.5300975463,4.4185872077941895,-2.558587207794189,cpt,1
CPT_57498,4.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517987057,172.707530776,5181619.466622077,1576362.5369586437,4.4185872077941895,0.3814127922058103,cpt,1
CPT_57499,3.5,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518211349,172.707245231,5181594.475938195,1576339.5467440172,4.4185872077941895,-0.9185872077941896,cpt,1
CPT_57503,2.4,,-43.518078,172.658699,5181594.336490504,1572415.975173066,0.3142943382263183,2.0857056617736816,cpt,1
CPT_57509,2.5,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.518177,172.658935,5181583.4199082,1572435.093826593,0.3142943382263183,2.1857056617736816,cpt,1
CPT_57511,2.2,,-43.518262,172.659177,5181574.060076992,1572454.6909692197,0.3142943382263183,1.8857056617736816,cpt,1
CPT_57594,2.17,,-39.514491,176.910396,5618821.401252507,1936192.3022636164,2.1496944427490234,0.0203055572509764,cpt,1
CPT_57600,0.99,,-39.522555,176.853083,5618138.859029156,1931225.07027423,0.5374050140380859,0.452594985961914,cpt,1
CPT_57603,1.54,,-39.515721,176.874869,5618817.113952998,1933131.1230290155,2.989034652709961,-1.449034652709961,cpt,1
CPT_57608,0.8,,-39.510548,176.903211,5619286.043575802,1935593.401148456,12.21041488647461,-11.410414886474609,cpt,1
CPT_57610,0.9,,-39.534149,176.86386,5616811.808547942,1932096.433111584,0.0,0.9,cpt,1
CPT_57644,2.0,,-43.534298,172.624405,5179781.02468877,1569652.456800486,0.0,2.0,cpt,1
CPT_57645,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.510364562,172.641126526,5182445.003433821,1570992.0683880171,0.1856989860534668,1.8143010139465328,cpt,1
CPT_57646,2.94,,-39.541203,176.908212,5615863.719899066,1935875.520804792,0.0,2.94,cpt,1
CPT_57647,1.5,,-39.538726,176.9096,5616133.552349755,1936006.8077970445,0.0,1.5,cpt,1
CPT_57648,1.0,,-39.542207,176.910773,5615742.666358241,1936090.8290879524,0.0,1.0,cpt,1
CPT_57763,0.7,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.518079489,172.648456964,5181590.724837765,1571588.2116330878,0.1630306243896484,0.5369693756103515,cpt,1
CPT_57764,1.0,,-43.518089991,172.648902531,5181589.710547665,1571624.2274052575,0.1630306243896484,0.8369693756103516,cpt,1
CPT_57841,2.1,,-43.530442672,172.631814131,5180211.869203654,1570249.2094018203,0.0,2.1,cpt,1
CPT_57843,2.8,,-43.530891124,172.631205743,5180161.8469198765,1570200.270144771,0.0,2.8,cpt,1
CPT_57844,3.1,,-43.530499452,172.630684948,5180205.158835035,1570157.9951346882,0.0,3.1,cpt,1
CPT_57846,3.1,,-43.529914354,172.631147693,5180270.304986443,1570195.0985298113,0.0,3.1,cpt,1
CPT_57855,24.0,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.469612,172.619458,5186963.119584989,1569219.9004627538,0.6212882995605469,23.378711700439453,cpt,1
CPT_57856,28.0,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.46971,172.619375,5186952.205261935,1569213.236753268,0.6212882995605469,27.378711700439453,cpt,1
CPT_59032,3.9,,-43.535667845,172.655335466,5179639.711088756,1572152.226615477,0.2531142234802246,3.6468857765197753,cpt,1
CPT_59038,3.7,,-43.535993521,172.65584106,5179603.711030287,1572193.2266430708,0.2531142234802246,3.446885776519776,cpt,1
CPT_59056,2.0,,-43.654987451,172.557614308,5166350.713301088,1564327.2227038497,2.4222869873046875,-0.4222869873046875,cpt,1
CPT_59063,2.0,,-43.655203446,172.55758792,5166326.71328891,1564325.2227148118,2.4222869873046875,-0.4222869873046875,cpt,1
CPT_59104,1.7,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.537940362,172.6389475,5179381.710963854,1570829.2268738977,0.0,1.7,cpt,1
CPT_59114,2.0,,-43.521601269,172.69591392,5181214.711975328,1575425.1251520482,2.0338010787963867,-0.0338010787963867,cpt,1
CPT_59115,2.0,,-43.521599523,172.695258115,5181214.711973436,1575372.1251926909,2.0338010787963867,-0.0338010787963867,cpt,1
CPT_59121,100.0,,-43.564704865,172.608293055,5176398.060035463,1568366.5400951991,0.5892515182495117,99.41074848175047,cpt,1
CPT_59122,1.6,,-43.555595718,172.697217604,5177439.710861796,1575544.2264882417,0.0,1.6,cpt,1
CPT_59124,1.7,,-43.555146496,172.697591275,5177489.710934192,1575574.2265130207,0.0,1.7,cpt,1
CPT_59366,1.9,,-43.487011017,172.702277204,5185058.103195267,1575925.635687458,0.0,1.9,cpt,1
CPT_59367,0.97,,-43.501047882,172.700613539,5183498.71449872,1575796.7154601514,1.0790061950683594,-0.1090061950683594,cpt,1
CPT_59368,2.7,,-43.486759862,172.702612201,5185086.092749051,1575952.6244867253,0.0,2.7,cpt,1
CPT_59369,1.57,,-43.486932504,172.703241813,5185067.101160517,1576003.6045460626,0.0,1.57,cpt,1
CPT_59370,2.3,,-43.492798566,172.702298363,5184415.356114008,1575929.645107762,0.0076894760131835,2.292310523986816,cpt,1
CPT_59371,0.6,,-43.493093151,172.701357326,5184382.36756867,1575853.6758745764,0.0076894760131835,0.5923105239868165,cpt,1
CPT_59372,1.5,,-43.493651553,172.701490584,5184320.391206069,1575864.6726437618,0.0076894760131835,1.4923105239868164,cpt,1
CPT_59373,1.7,,-43.499788157,172.700755737,5183638.658545179,1575807.7081937273,0.0,1.7,cpt,1
CPT_59374,1.5,,-43.49998617,172.700754765,5183616.667310587,1575807.7086740013,0.0,1.5,cpt,1
CPT_59390,0.5,,-43.498129842,172.701060769,5183822.916478073,1575831.706972797,0.3442649841308594,0.1557350158691406,cpt,1
CPT_59391,0.3,,-43.497521527,172.701213544,5183890.519122724,1575843.815853042,0.3442649841308594,-0.0442649841308593,cpt,1
CPT_59392,0.1,,-43.491240139,172.701840424,5184588.299338333,1575891.9990199616,0.0,0.1,cpt,1
CPT_59393,0.37,,-43.489350609,172.701764621,5184798.124685064,1575885.1181281277,0.0,0.37,cpt,1
CPT_59394,1.0,,-43.492833111,172.696124927,5184409.716076914,1575430.5121407476,0.0,1.0,cpt,1
CPT_59395,0.5,,-43.492521499,172.692926473,5184443.374108335,1575171.776838092,0.0,0.5,cpt,1
CPT_59453,2.0,,-43.405618824,172.63976652,5194077.312146876,1570831.831450886,0.957977294921875,1.042022705078125,cpt,1
CPT_59454,2.0,,-43.405812884,172.639628282,5194055.712187027,1570820.7314345725,0.957977294921875,1.042022705078125,cpt,1
CPT_59574,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.545953037,172.668010548,5178501.614037602,1573180.8920643264,0.0745320320129394,1.7254679679870606,cpt,1
CPT_59584,0.95,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.520800803,172.669878108,5181295.591311266,1573320.6735348215,0.4027018547058105,0.5472981452941894,cpt,1
CPT_59585,0.9,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519279135,172.669503727,5181464.465411838,1573289.7460569332,0.4027018547058105,0.4972981452941895,cpt,1
CPT_59586,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518873149,172.66917198,5181509.447064177,1573262.755433229,0.4352288246154785,0.5647711753845215,cpt,1
CPT_59587,1.2,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518739915,172.669791122,5181524.442601141,1573312.7352808886,0.4352288246154785,0.7647711753845214,cpt,1
CPT_59661,1.25,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.520892239,172.663966116,5181283.523887266,1572842.927207622,0.3060336112976074,0.9439663887023926,cpt,1
CPT_59662,1.12,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.520020587,172.664453297,5181380.487187575,1572881.9090845173,0.3060336112976074,0.8139663887023927,cpt,1
CPT_59663,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519860917,172.665258137,5181398.481904104,1572946.8830484026,0.3060336112976074,0.6939663887023926,cpt,1
CPT_59664,1.02,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519998512,172.666147924,5181383.489726362,1573018.8550767545,0.3538670539855957,0.6661329460144043,cpt,1
CPT_59665,2.75,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5192861,172.665681821,5181462.457902252,1572980.867795329,0.3060336112976074,2.4439663887023926,cpt,1
CPT_59666,1.83,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.516298193,172.668913857,5181795.334799945,1573240.756252799,0.4163446426391601,1.41365535736084,cpt,1
CPT_59667,1.4,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.515373049,172.669586737,5181898.296029007,1573294.7322175803,0.4509515762329101,0.9490484237670898,cpt,1
CPT_59668,1.25,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.515518609,172.667001091,5181881.297295724,1573085.8149529723,0.4163446426391601,0.8336553573608398,cpt,1
CPT_59669,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.521241671,172.666512185,5181245.544352504,1573048.847190435,0.3045682907104492,0.6954317092895508,cpt,1
CPT_59670,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.52023457,172.666851647,5181357.501430534,1573075.8333296594,0.3538670539855957,1.4461329460144043,cpt,1
CPT_59671,2.2,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.521024079,172.669086097,5181270.540336979,1573256.7644877075,0.4027018547058105,1.7972981452941896,cpt,1
CPT_59672,2.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517462751,172.67011961,5181666.387817903,1573338.7211476811,0.4352288246154785,1.6647711753845216,cpt,1
CPT_59673,3.2,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517583907,172.665320109,5181651.383388476,1572950.8743324014,0.3429150581359863,2.857084941864014,cpt,1
CPT_59674,1.75,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.519970547,172.668931022,5181387.494208325,1573243.766332684,0.3538670539855957,1.3961329460144043,cpt,1
CPT_59676,1.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.517556355,172.668239145,5181655.388049869,1573186.7813529894,0.389864444732666,1.210135555267334,cpt,1
CPT_59677,1.14,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.520745083,172.662890841,5181299.515292669,1572755.9610069992,0.3060336112976074,0.8339663887023925,cpt,1
CPT_59735,1.5,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.512382219,172.644534902,5182222.10814625,1571268.5265571224,0.2011404037475586,1.2988595962524414,cpt,1
CPT_59736,0.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.512392327,172.644893491,5182221.109313646,1571297.5153391282,0.2011404037475586,0.3988595962524414,cpt,1
CPT_59738,2.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.486274658,172.706446677,5185141.078872071,1576262.498080153,0.0,2.1,cpt,1
CPT_59742,1.2,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.553125155,172.620845899,5177688.794613406,1569374.418598418,1.236215114593506,-0.0362151145935061,cpt,1
CPT_59743,1.2,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.552917247,172.620574932,5177711.784876996,1569352.4262858904,1.236215114593506,-0.0362151145935061,cpt,1
CPT_59776,0.9,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.516476058,172.652884145,5181770.301642669,1571945.274783337,0.205596923828125,0.694403076171875,cpt,1
CPT_59777,0.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.516511314,172.652636585,5181766.302668643,1571925.2827302834,0.205596923828125,0.594403076171875,cpt,1
CPT_59782,2.0,,-43.502287,172.62203,5183335.25004572,1569444.4108432566,0.1887693405151367,1.8112306594848635,cpt,1
CPT_60009,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.50745211,172.645293237,5182769.899468738,1571327.4874385968,0.3749947547912597,0.6250052452087402,cpt,1
CPT_60012,3.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.374579027,172.701741378,5197544.282761845,1575837.622237807,0.0,3.0,cpt,1
CPT_60129,1.6,,-43.513401,172.678653,5182120.17841237,1574026.6570301254,0.550163745880127,1.0498362541198731,cpt,1
CPT_60131,1.8,,-43.513269,172.678741,5182134.865584029,1574033.7131678862,0.550163745880127,1.249836254119873,cpt,1
CPT_60164,1.3,,-39.535444126,176.864716074,5616664.846736845,1932163.849874434,0.642087459564209,0.6579125404357911,cpt,1
CPT_60208,0.6,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.499284,172.615391,5183666.29910203,1568906.1638782788,0.0923357009887695,0.5076642990112304,cpt,1
CPT_60209,0.7,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.499352597,172.615490212,5183658.717902324,1568914.2199030844,0.0923357009887695,0.6076642990112304,cpt,1
CPT_60388,2.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.673112938,172.508524403,5164315.400887435,1560380.6643200745,0.2629790306091308,2.337020969390869,cpt,1
CPT_60392,2.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.672976618,172.508215497,5164330.3932532985,1560355.6727048,0.2629790306091308,2.337020969390869,cpt,1
CPT_60574,0.4,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.505559534,172.621784547,5182971.718006438,1569426.2196733323,0.0378217697143554,0.3621782302856446,cpt,1
CPT_60575,0.9,,-43.505758769,172.62212968,5182949.718038886,1569454.219652889,0.0378217697143554,0.8621782302856447,cpt,1
CPT_61876,1.0,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.597904,172.537816,5172681.740872184,1562695.454243299,2.34427261352539,-1.3442726135253902,cpt,1
CPT_61877,1.0,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.597955,172.537707,5172676.027858962,1562686.687964161,2.34427261352539,-1.3442726135253902,cpt,1
CPT_61901,1.7,,-43.514633,172.640843,5181970.858653264,1570971.1967889443,0.1017451286315918,1.5982548713684082,cpt,1
CPT_61902,1.8,,-43.514665,172.640606,5181967.222077723,1570952.0566400858,0.1017451286315918,1.6982548713684082,cpt,1
CPT_61909,1.3,,-43.509624,172.655427,5182532.134479633,1572147.6434465223,0.4767775535583496,0.8232224464416504,cpt,1
CPT_61910,1.2,,-43.509877,172.655492,5182504.058471667,1572153.013815348,0.4767775535583496,0.7232224464416503,cpt,1
CPT_61936,1.2,,-43.503279,172.627108,5183226.931986868,1569855.4169073335,0.2159986495971679,0.984001350402832,cpt,1
CPT_61989,1.18,,-43.431792941,172.697511008,5191189.086448798,1575517.9635630257,0.0,1.18,cpt,1
CPT_61990,1.17,,-43.43158023,172.697432621,5191212.686421367,1575511.5335206548,0.0,1.17,cpt,1
CPT_61995,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.573152325,172.762811941,5175507.088127874,1580847.854230116,0.1680889129638672,1.8319110870361328,cpt,1
CPT_61996,2.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.573646254,172.762277713,5175452.109380634,1580804.8739657763,0.4315004348754883,1.6684995651245118,cpt,1
CPT_62001,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.458364424,172.620940505,5188212.793837549,1569334.1279280295,4.236971855163574,-3.236971855163574,cpt,1
CPT_62034,1.07,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.508139874,172.690228066,5182708.018137413,1574960.0542665548,0.6855635643005371,0.3844364356994629,cpt,1
CPT_62037,1.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.487845346,172.62180781,5184939.030792257,1569419.1619107362,2.3999557495117188,-0.7999557495117187,cpt,1
CPT_62192,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.483885164,172.704627996,5185405.930758959,1576114.4931765648,0.0,1.0,cpt,1
CPT_62470,2.0,,-43.491798837,172.638692142,5184506.027688683,1570786.3452796044,0.9093704223632812,1.0906295776367188,cpt,1
CPT_62471,2.0,,-43.492904467,172.638508792,5184383.174257761,1570772.053651851,0.857943058013916,1.142056941986084,cpt,1
CPT_62472,2.0,,-43.492782067,172.641963792,5184397.975030961,1571051.3453460727,0.8573966026306152,1.1426033973693848,cpt,1
CPT_62480,1.4,,-43.536101008,172.597768291,5179570.722110392,1567501.214976249,0.2958650588989258,1.104134941101074,cpt,1
CPT_62481,0.8,,-43.536145287,172.59755759,5179565.722189546,1567484.2149182917,0.2868423461914062,0.5131576538085938,cpt,1
CPT_62483,1.68,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4922,172.704,5184482.322260325,1576066.9928896544,0.1118369102478027,1.5681630897521972,cpt,1
CPT_62484,0.64,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4933,172.704,5184360.158479813,1576067.4272695482,0.1118369102478027,0.5281630897521973,cpt,1
CPT_62485,1.74,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4928,172.705,5184415.974482451,1576148.0838153083,0.1118369102478027,1.6281630897521973,cpt,1
CPT_62486,2.9,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4925,172.706,5184449.577913524,1576228.8201406202,0.1118369102478027,2.788163089752197,cpt,1
CPT_62487,1.85,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4933,172.706,5184360.731526232,1576229.1339195585,0.1118369102478027,1.7381630897521974,cpt,1
CPT_62488,2.05,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4938,172.707,5184305.487594412,1576310.18269111,0.2453192472457885,1.8046807527542112,cpt,1
CPT_62489,2.3,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4944,172.708,5184239.136885858,1576391.2690865346,0.4504234790802002,1.8495765209198,cpt,1
CPT_62490,1.55,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4929,172.708,5184405.723882288,1576390.6847452442,0.2453192472457885,1.3046807527542117,cpt,1
CPT_62491,1.25,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.493,172.709,5184394.901207443,1576471.5774246927,0.2453192472457885,1.0046807527542114,cpt,1
CPT_62492,1.25,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.4931,172.71,5184384.077561231,1576552.4698369987,0.3505958318710327,0.8994041681289673,cpt,1
CPT_62493,1.7,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5528,172.567,5177703.666256342,1565024.907948384,2.7143945693969727,-1.0143945693969727,cpt,1
CPT_62494,2.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5531,172.567,5177670.348483903,1565025.081442315,2.7143945693969727,-0.6143945693969726,cpt,1
CPT_62495,1.35,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.763567303,172.795380083,5154366.330286302,1583529.7726152183,0.0,1.35,cpt,1
CPT_62496,2.35,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.76399182,172.796260364,5154319.356713318,1583600.744004961,0.0,2.35,cpt,1
CPT_62497,2.35,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.764073333,172.79655813,5154310.362524446,1583624.7337986846,0.0,2.35,cpt,1
CPT_62498,0.6,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5049,172.646,5183053.575665005,1571383.4126636838,0.4572358131408691,0.1427641868591309,cpt,1
CPT_62499,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.498820719,172.628342287,5183722.506906517,1569952.985843276,0.4254150390625,0.5745849609375,cpt,1
CPT_62500,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.498830279,172.628515331,5183721.507642203,1569966.9804957907,0.4254150390625,0.5745849609375,cpt,1
CPT_62501,1.23,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5252,172.632,5180794.180035221,1570261.6527659034,0.0,1.23,cpt,1
CPT_62502,1.15,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5252,172.633,5180794.536998404,1570342.4635510775,0.0,1.15,cpt,1
CPT_62503,2.5,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5445,172.6,5178638.808223728,1567686.0146895433,1.9256515502929688,0.5743484497070312,cpt,1
CPT_62504,2.5,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5448,172.6,5178605.49050691,1567686.1749359334,1.9256515502929688,0.5743484497070312,cpt,1
CPT_62512,1.15,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5402,172.668,5179140.537063893,1573177.4894535562,0.1252846717834472,1.0247153282165526,cpt,1
CPT_62517,1.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.518333611,172.654036081,5181564.392349228,1572039.2347828096,0.2870893478393554,0.7129106521606445,cpt,1
CPT_62518,1.05,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5065,172.611,5182863.253174478,1568554.91735782,0.0,1.05,cpt,1
CPT_62519,1.12,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.5067,172.611,5182841.041512525,1568555.0211774914,0.0,1.12,cpt,1
CPT_62520,2.35,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.522824838,172.66308962,5181068.60574476,1572772.9609652993,0.2611374855041504,2.0888625144958497,cpt,1
CPT_62521,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.513450889,172.680566953,5182115.233434443,1574181.3764456715,0.550163745880127,1.249836254119873,cpt,1
CPT_62522,1.95,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.500193474,172.694064365,5183591.67821136,1575266.9118735034,0.1885619163513183,1.7614380836486816,cpt,1
CPT_62523,1.27,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.522863377,172.660887682,5181063.602722192,1572595.031120272,0.2626128196716308,1.0073871803283692,cpt,1
CPT_62524,1.1,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.493770489,172.698819389,5184306.4044811055,1575648.74668357,0.0,1.1,cpt,1
CPT_62525,2.3,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.522880866,172.663781988,5181062.60969754,1572828.939097557,0.2611374855041504,2.038862514495849,cpt,1
CPT_62526,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503893744,172.677933745,5183175.813410572,1573964.4360025206,0.2616829872131347,1.5383170127868653,cpt,1
CPT_62527,2.15,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.384651769,172.666185959,5196414.734898746,1572961.6990294894,0.2244269847869873,1.9255730152130128,cpt,1
CPT_62528,2.7,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.51788234,172.675237778,5181621.416123888,1573752.558965342,0.5259323120117188,2.174067687988281,cpt,1
CPT_62529,2.5,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.40236566,172.701925646,5194458.465025579,1575863.5782393252,0.0,2.5,cpt,1
CPT_62530,1.62,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504181868,172.677969319,5183143.826000593,1573967.4355857198,0.2616829872131347,1.3583170127868651,cpt,1
CPT_62531,1.7,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.503902779,172.677946062,5183174.813852524,1573965.4355816538,0.2616829872131347,1.4383170127868652,cpt,1
CPT_62532,1.7,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.504002721,172.6782794,5183163.818688795,1573992.4252598411,0.2616829872131347,1.4383170127868652,cpt,1
CPT_62549,2.0,several_possible_values_were_extracted_but_only_the_one_closest_to_the_model_value_was_kept + ,-43.579737967,172.556998543,5174707.693622668,1564232.992944432,0.3809928894042969,1.6190071105957031,cpt,1
CPT_62566,1.6,,-43.488902982,172.709949966,5184850.175661586,1576546.8004130607,0.0599489212036132,1.5400510787963868,cpt,1
CPT_62567,1.64,,-43.489009182,172.709894424,5184838.365663639,1576542.3504313503,0.0599489212036132,1.5800510787963866,cpt,1
CPT_62568,1.32,,-43.488691643,172.709273382,5184873.455702811,1576492.0104164523,0.0,1.32,cpt,1
CPT_62569,1.27,,-43.488807856,172.709402309,5184860.585727951,1576502.4804360108,0.0599489212036132,1.2100510787963867,cpt,1
CPT_62593,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.491389964,172.707608708,5184573.314364557,1576358.458254862,0.0978413820266723,1.7021586179733277,cpt,1
CPT_62594,2.0,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.491113925,172.70878449,5184604.303927225,1576453.4198933716,0.0978413820266723,1.902158617973328,cpt,1
CPT_62595,1.3,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.49105261,172.709452369,5184611.302135669,1576507.3983119922,0.186947226524353,1.113052773475647,cpt,1
CPT_62596,1.3,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.491714993,172.708002758,5184537.3291381225,1576390.4461237066,0.0978413820266723,1.2021586179733277,cpt,1
CPT_62597,1.8,at_least_one_adopted_value_was_preceded_by_the_word_assumed + ,-43.49103831,172.707363143,5184612.29857022,1576338.465599391,0.0978413820266723,1.7021586179733277,cpt,1
